Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,St. Vincent and the Grenadines,VCT,3.994565279,0.872827152,5.962658705,3.884636112,-1.527559277,7.549557653,1.185108628,3.517831332,4.191399432,2.863481929,1.801564337,1.90223086,5.519476975,7.013934853,4.576987002,3.005377086,7.588435566,3.885155039,0.866999465,-0.950808501,-4.005527482,-0.053088583,1.749451826,3.066102157,1.654738939,3.20029549,4.659682975,2.068147371,3.314669772,0.745631297
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Sudan,SDN,-6.993142239,5.553589165,4.919099764,2.859125045,-1.406145655,3.231007167,3.372088269,15.37241938,1.983950188,0.629259591,3.29817914,3.534626661,3.175831597,3.494451685,2.327351127,2.648948123,3.312195908,2.407775788,0.595542525,-5.737535577,0.806213762,6.364974079,-6.662419424,-0.398675964,1.797467159,-1.207998062,0.29878369,-2.515686387,-5.737812284,-4.968250702
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Suriname,SUR,-5.517109382,1.903790901,-0.447194768,-7.330428941,2.388417093,-1.82789017,-1.126343337,3.587104006,0.336634942,-3.225258827,0.279669784,2.405018941,1.084406708,4.587906465,7.056654288,3.356658223,4.617503576,3.932247207,2.974680679,1.859727007,3.995382339,4.686482739,1.592811916,1.86823594,-0.753771107,-4.383405011,-5.893360629,0.511689799,3.86010295,0.05885853
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Sweden,SWE,-0.020759176,-1.817515173,-1.736630357,-2.632808452,3.1939554,3.391269115,1.417924238,3.011523033,4.253946709,4.165978928,4.598254794,1.177501892,1.864873974,1.929830384,3.927306257,2.44824844,4.075714897,2.675002671,-1.223069578,-5.151262729,5.052678573,2.418988511,-1.321002324,0.333984863,1.644244006,3.390176296,0.7961463,1.195147571,0.772577449,0.957561656
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Switzerland,CHE,2.417436703,-2.146489921,-1.13971907,-1.031422365,0.465686404,-0.188350744,0.028540639,2.015283161,2.724284656,1.179005936,3.376157295,0.934949653,-0.826280428,-0.771333169,1.998132056,2.093586607,3.42255066,2.991822023,1.509950794,-3.51055886,2.173638164,0.68733987,0.110596604,0.628360675,1.108693594,0.494129822,0.960131673,0.421326163,2.10552472,0.423089768
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Syrian Arab Republic,SYR,0.605389708,4.52225022,9.760214759,3.165996119,4.243927053,4.10426405,6.873052419,2.276406365,4.053446157,-5.983591992,-1.833603496,-1.491552,1.313731953,4.481402485,4.108899983,3.35987944,0.459605733,-0.812968046,0.725302005,4.198402534,2.788601917,1.07102213,-25.93119232,-22.49521229,-3.949252935,0.146192502,-5.216546919,-0.823278239,-0.442849729,-2.630992159
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Tajikistan,TJK,-3.416735992,-9.41478045,-30.25402882,-17.30062376,-22.46866191,-14.07704733,-18.34826361,0.32645975,4.633178745,3.150691906,6.883574256,7.258658969,8.548267566,8.825128448,8.212584203,4.729870238,5.055225906,5.835861382,5.893088682,1.897164301,4.359555318,5.150687405,5.181983258,5.021062185,4.268557189,3.560193553,4.433560892,4.697553748,5.211017247,4.998074038
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Tanzania,TZA,4.26155397,-0.521184356,-1.924916568,-1.945561276,-2.301128111,0.317148555,2.601812118,1.43092812,1.043121101,2.137100274,1.604208029,3.230092105,4.333864469,3.876986634,4.631290025,4.542441304,3.589391561,3.819321934,2.846011509,2.671290177,3.625050343,4.649286199,1.509348747,3.605546402,3.459388345,2.674204145,3.220842912,3.25130029,2.140613114,2.656322122
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Thailand,THA,9.346719046,6.871916892,6.490478355,6.683558178,6.460397344,6.637786546,4.272296615,-3.994106257,-8.765114592,3.404319498,3.421814811,2.496283653,5.202479885,6.271893252,5.419952834,3.380060038,4.179335862,4.6348769,0.968009165,-1.401481911,6.793959919,0.190947238,6.554004502,2.065308706,0.432582323,2.644812515,2.977158499,3.749843744,3.886439661,1.893853697
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,14.44013935,-8.407210451,-3.985315308,-1.644957394,0.509518786,-6.553719786,7.580068141,8.85811527,7.822217847,7.024687969,3.624589536,2.582020611,0.983313537,2.41969731,0.974983728,1.800103278,-4.513693186,-2.154900303,21.72027023
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Togo,TGO,-3.133695615,-3.543627826,-6.693309888,-14.51652358,14.58290178,3.13455792,4.76473422,10.7246385,-5.104797379,-0.458087337,-3.558947271,-1.868706289,1.150877512,3.974642458,-3.544703148,-7.10954805,-0.191993083,-4.0070262,1.136543951,2.632652168,3.302532704,3.61053796,3.806131357,3.430591596,3.273381519,3.127379718,2.967069878,1.803884904,2.446820775,2.947040912
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Tonga,TON,-2.389373437,6.110782034,-0.000522763,3.496154237,4.701008225,7.114323859,1.584027092,0.7578487,1.766217438,3.061048125,0.265442712,3.138756156,4.248038636,1.714245325,-2.992319306,-0.484588376,-0.672387184,-0.150156521,4.462168404,-5.386686399,0.579134054,6.591955722,0.925330753,0.699172883,2.461694273,1.652378933,6.989392521,3.608636124,0.493856828,0.897435309
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Trinidad and Tobago,TTO,0.682999954,2.328212434,9.298392913,-1.31946111,2.976763328,3.299603689,6.676716597,7.136458808,7.764767928,7.659243849,6.488905191,3.673271606,7.343523063,13.79977071,7.345417274,5.595845656,12.56313758,4.15345776,2.802179778,-4.964072472,2.656160519,-0.977117819,5.838182673,3.097657509,2.615540346,-1.402399375,-7.345237982,-5.304881346,-2.590546846,-0.893769279
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Tunisia,TUN,5.601188219,1.701461473,5.605081336,0.20192951,1.305497564,0.689205803,5.59581418,4.035519939,3.493069757,4.852816592,3.596026898,2.739037346,0.324463973,3.683117807,5.219832543,2.529027841,4.288249565,5.732862742,3.261953407,2.048569302,1.926220439,-3.267130183,2.893681767,1.288717988,1.929765049,-0.157956661,0.011379109,1.155580171,1.544968116,0.523944041
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Turkiye,TUR,7.216741989,-1.094959799,3.205758374,5.78373133,-6.326330968,6.067889697,5.619567788,5.850801079,0.816846708,-4.707525496,5.385567182,-7.138251276,4.969062414,4.373434322,8.309399699,7.533399484,5.570263162,3.750326616,-0.389113259,-6.015621981,6.990641203,9.733147454,3.252268707,6.645972547,2.876234076,4.04114037,1.571837928,6.100196757,2.085157754,-0.028123353
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Turkmenistan,TKM,31.78276097,-7.138884274,-17.2310443,-1.151709731,-19.32760652,-9.254820121,4.85256677,-12.67060429,5.460336201,14.69954832,3.898199859,2.858928957,-1.105635721,1.966409833,3.675776671,11.50749615,9.444376584,9.493054042,13.00901217,4.443794242,7.396303384,12.71357237,9.108041446,8.190014191,8.292780829,4.592543895,4.351811629,4.718773372,4.507069544,4.688623998
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-4.877104109,-3.481133373,4.388946616,6.583542399,2.461528916,-6.400986738,1.428470263,1.429890144
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Tuvalu,TUV,..,1.704014635,1.572687304,3.552779357,9.798927281,-5.262119595,-6.215757653,9.786187841,15.45326431,-1.625058721,-0.950050032,0.176696809,9.660586058,-4.931553669,-3.500431751,-5.815126602,1.233859397,5.886575736,5.3894081,-7.475019216,-3.538283307,5.320730671,-3.516303432,3.736151708,0.17432792,10.63999724,5.903789581,2.011319859,1.407868498,12.8479435
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Uganda,UGA,3.095332874,2.154273745,-0.047066395,4.647364952,2.903221493,8.525988324,6.152818912,2.08605807,1.829820745,4.611757161,-0.041787423,2.029305566,5.40510273,3.202284984,3.693646482,3.286767765,7.601959559,5.278298227,5.573044281,3.732510339,2.602544562,6.257298379,0.875761039,0.649426228,2.031585585,1.985923773,1.344186746,-0.412239332,2.749030459,2.885708923
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Ukraine,UKR,-6.558927908,-8.891546999,-10.15898751,-14.24735481,-22.51718609,-11.5035697,-9.197963376,-2.111948982,-1.019448613,0.745271248,6.971359711,9.949427008,6.344762227,10.40881321,12.64662717,3.829305329,8.301133677,8.863688463,2.79864235,-14.75897466,4.506344824,5.825146656,0.399970156,0.273496006,-4.875249963,-9.443832191,2.854802608,2.810645471,4.016381776,3.793723912
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,United Arab Emirates,ARE,11.58314134,-4.575279929,-1.921751266,-3.614620809,2.042957365,2.0870473,0.092720744,1.35949143,-5.716708524,-2.958957302,4.836129645,-3.851554147,-2.625471695,3.67104717,4.630576274,-2.190420613,-4.017715396,-13.9233874,-13.28742756,-17.1453939,-4.256385863,5.763433442,3.691201307,4.012692142,3.174202489,5.817357874,4.65350539,-0.087326072,0.517239889,0.323686531
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,United Kingdom,GBR,0.433081157,-1.408485703,0.129932953,2.244410579,3.581967568,2.26078355,1.648653014,4.09812733,2.857118294,2.67118742,3.721393156,1.764902677,1.340842566,2.643986211,1.764340112,1.965819786,1.412229708,1.767934814,-0.937077972,-5.230034826,1.630274045,0.280839243,0.745478658,1.140212964,2.442465801,1.584979389,1.393848825,1.749953797,1.090623956,1.032740842
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,United States,USA,0.7414861,-1.434200125,2.096612766,1.405708565,2.760882297,1.468718234,2.572259204,3.197212055,3.270511073,3.597985018,2.925440983,-0.039919729,0.756774051,1.916480451,2.895847779,2.533784114,1.796486326,1.044930137,-0.820367899,-3.450015923,1.860291678,0.814519358,1.533102035,1.138692347,1.540380649,1.953004118,0.933375362,1.59713559,2.404867872,1.829668388
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Uruguay,URY,-0.317980081,2.932443968,7.303314325,2.074468171,6.669323981,-2.011426953,4.978087652,7.93099829,3.954631868,-2.426082431,-2.324954546,-4.097996624,-7.885543439,0.69075052,4.890119095,7.334976056,3.953910797,6.337655621,6.936003354,3.993184304,7.530255685,4.881023877,3.246526451,4.326613653,2.919729645,0.041679884,1.36367742,1.377292727,0.335943932,0.310434698
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Uzbekistan,UZB,-0.416633675,-2.591204663,-13.25760641,-4.495155415,-7.042874372,-2.674535885,-0.226716896,3.235306542,2.63473868,3.181779109,2.408081724,2.853468768,2.70878259,3.026728084,6.216411405,5.713013285,6.148245628,7.925723268,7.292860007,6.243041209,4.602330394,4.6775345,5.537338042,5.633700765,5.086104316,5.364816972,4.106072761,2.652484732,3.540796763,3.744517567
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Vanuatu,VUT,8.955904562,0.616260807,0.063102622,-1.725489475,6.453975447,-1.394877933,-0.075143663,2.468756088,-1.153515706,-1.988164553,3.364842775,-5.829386091,-7.586125113,1.70550587,1.459448915,2.784370221,5.886420478,0.433127664,3.070110439,0.571086858,-1.119005997,0.742453227,-1.352753559,-1.908154629,0.694155033,-1.997430873,2.182595853,3.745446327,0.456982334,0.831127737
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Venezuela, RB",VEN,3.905847448,7.14950515,3.630630697,-1.958390438,-4.464584002,1.758333116,-2.25304789,4.22181256,-1.695532386,-7.787498607,1.7311451,1.513897608,-10.4774248,-9.369276364,16.280063,8.490127021,8.115562125,7.082213076,3.737397826,-4.54882021,-2.816899035,2.811795401,4.284533881,0.094579108,-5.025111414,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Vietnam,VNM,2.829262524,3.719124222,6.419959109,5.965740436,6.850361955,7.672176131,7.607799877,6.570647246,4.297434233,3.438780911,5.601279272,5.106408112,5.233738847,5.805460737,6.444990452,6.47249051,5.946165322,6.105167318,4.631076534,4.318505017,5.293286344,5.283265615,4.379563692,4.42343677,5.293390881,5.877861594,5.618680387,5.909238407,6.467176044,6.392604079
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.392409019,3.323031122,3.497713552,3.585222912,4.041316111,1.162598335,-6.600820338,0.640017046,-8.147450692,-14.73218495,-6.157647384,-1.62976238,-0.267922316,1.786070569,-0.517853882,2.171426079,3.097666614
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,West Bank and Gaza,PSE,..,..,..,..,..,2.427689349,-3.217162808,9.645838202,11.44966726,5.548624948,-10.86318811,-11.59863728,-14.69701374,11.13938499,18.8491815,8.482908417,-3.49430235,1.169825962,4.513711439,5.734576813,3.065654256,6.867834875,3.510367464,2.214850479,-2.471026305,1.372585088,6.446661461,-0.577622802,-1.304814192,-1.151613665
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Yemen, Rep.",YEM,..,2.310275342,4.174900709,0.15584861,2.844210314,2.059194161,1.416834481,2.190461134,2.999830916,0.874332587,3.251318206,1.012423088,1.201096174,1.033330183,1.241632423,2.683287177,0.138054891,0.256559574,0.593252192,0.837999511,4.592944574,-15.22174041,-0.526827926,1.868808284,-2.955389297,-29.9217613,-11.72001834,-7.475113134,-1.721734758,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Zambia,ZMB,-3.007446899,-2.497851736,-4.090437808,4.258957181,-10.81754518,0.410354295,3.618763026,1.186738429,-2.928854067,1.943905544,1.062291692,2.208315021,1.360081411,3.691827653,3.683416254,3.74143169,4.237999819,4.59126068,3.99309571,5.405935895,6.507553257,2.05909554,4.103279411,1.676100601,1.352928005,-0.312861216,0.561270608,0.331284092,0.89734746,-1.564236877
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Zimbabwe,ZWE,4.158340435,2.847965109,-11.27007537,-0.384681176,8.594631499,-1.075924969,8.542804099,1.015730752,1.228453952,-2.240737255,-4.027575911,0.789790878,-9.454024651,-17.62184095,-6.466318539,-6.203725289,-4.289336732,-4.582530693,-18.32350275,10.87582136,19.93898151,12.98337974,13.65475039,0.988283016,-0.715190166,-0.132759722,-1.177892602,1.974845568,2.909395136,-8.177320352
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Africa Eastern and Southern,AFE,-2.860377068,-2.605620909,-4.479523892,-2.967371,-0.580264108,1.628756181,2.669064744,1.805889059,-0.652243831,0.090308488,0.750995728,1.036420739,1.265661533,0.466079711,2.788589203,3.361068655,3.757256466,3.719489508,1.495308477,-2.053726497,2.373742073,0.936366201,-1.917753313,1.410049364,1.229959295,0.090601987,-0.235775007,-0.015718333,-0.075544826,-0.635728676
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Africa Western and Central,AFW,3.843232436,-1.474265001,-0.021442925,-3.738596721,-2.866296311,-0.76052568,1.887667372,1.496010571,0.757349993,-1.257193055,0.96746547,2.352157043,6.931811484,2.641241871,5.051311757,2.928476492,2.476822797,2.636160144,3.355066293,3.349094643,4.004890236,1.947735058,2.259185273,3.256966796,3.094595125,0.021241575,-2.530711829,-0.39008582,0.269736033,0.542604688
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Arab World,ARB,8.68604591,0.212118313,2.638040865,0.451589931,0.548929585,0.560596297,2.238437525,2.33455395,2.734654684,-0.439886063,4.184095308,-0.533183395,-1.506037751,2.63294602,6.546763772,3.1170586,3.458805444,1.845476693,2.774598905,-2.186444249,2.254992519,1.050469418,2.927485466,0.279544823,0.661371714,1.114082622,1.379452888,-0.991886664,0.281823208,-0.792041972
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Caribbean small states,CSS,0.314426807,0.658004164,1.344948148,2.046653096,1.88473973,1.969250704,2.542517049,3.169189022,0.34947896,4.252692585,3.029549735,1.3565365,2.885720479,4.884095064,3.262888641,2.966179383,6.121912712,2.747459436,0.619409272,-4.096716608,0.734935698,0.510175002,2.533316024,0.753127286,1.496707404,-0.373880495,-2.433810697,-0.952216591,0.349478275,0.590576919
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Central Europe and the Baltics,CEB,..,-9.547431007,-1.640834756,1.610400974,4.124300563,5.863911833,4.783083227,2.503779049,2.856902641,2.079816152,4.540344448,3.832602352,4.289313338,4.412176523,6.130510445,5.3040699,6.857610582,6.827804996,4.308882945,-3.317836403,1.805473104,3.761303759,1.057872617,0.878883384,3.431979677,4.267435967,3.012662727,5.364971412,5.146557502,4.081787003
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Early-demographic dividend,EAR,2.894871517,2.23930876,1.774616873,1.241768846,1.37009103,0.390313535,3.747838735,2.67500146,0.362067213,0.181910409,2.471358257,-0.802010354,0.036080427,3.646990771,4.459262838,4.181007606,4.280206314,4.096357894,1.909385356,-0.702461149,4.924411268,3.329814419,2.723758364,2.664219134,2.70783629,3.015085562,3.085281116,3.176225433,2.486899874,1.068452369
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,East Asia & Pacific,EAS,3.504201367,3.354387925,2.850379312,2.872394071,3.922131332,4.398049164,4.37465182,2.864284973,-0.647916238,2.695145384,4.405364418,2.384246481,3.504620071,4.115262008,5.06477227,5.111525782,5.665925814,6.685203099,3.631437903,1.847210543,6.877332449,4.716967015,4.345771472,4.427756804,3.978749784,3.972893501,3.935188465,4.312644436,4.111252298,3.435500346
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,East Asia & Pacific (excluding high income),EAP,3.484106248,6.369005318,9.595899828,9.780961818,9.461084492,8.472321038,7.711994304,6.040928218,1.706703754,5.245133322,6.570043135,5.987681913,7.103895587,8.020368808,8.233072455,9.093528805,10.20989737,11.63564164,7.809110784,7.195355795,9.1328568,7.824765276,6.661546719,6.402416983,6.13292038,5.88256543,5.790359198,5.89732763,5.833388786,5.187802968
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,East Asia & Pacific (IDA & IBRD countries),TEA,3.482297025,6.368732105,9.59734825,9.783519909,9.463706324,8.472003368,7.708759317,6.036993914,1.702643942,5.241140623,6.565922671,5.983307854,7.0989394,8.018258483,8.232751732,9.09245264,10.20859636,11.63282112,7.806301915,7.192666747,9.129496144,7.820309454,6.656460205,6.397975056,6.129210828,5.879545807,5.787652361,5.894359879,5.831162642,5.186525582
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Euro area,EMU,3.136520743,2.142566653,0.950168013,-1.066131971,2.162651228,2.156952418,1.427321354,2.462935909,2.819184534,2.699466714,3.524962256,1.803607904,0.448592112,0.137470783,1.732878206,1.157750261,2.750248681,2.468700924,-0.072788029,-4.830699504,1.939339069,1.93536184,-1.060329403,-0.558569807,1.055661824,1.740654783,1.566436405,2.396276584,1.539657717,1.467101328
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Europe & Central Asia,ECS,1.812265217,-0.08147519,-0.921513527,-1.071517494,0.978439337,1.945586322,1.493666279,2.819577426,2.452255968,2.753862958,4.211363606,2.06484135,1.398874467,1.530031521,2.873106227,2.349569485,3.508513601,3.274819687,0.615529395,-4.815759845,2.295196718,2.092609065,-0.039383211,0.370196116,1.408585963,1.574030287,1.460948248,2.480735313,1.852613996,1.52529665
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Europe & Central Asia (excluding high income),ECA,-2.116886123,-5.571108027,-11.12506306,-6.25096609,-11.36977606,-2.005343022,-0.316336333,2.688133665,-1.646538433,2.368715459,8.394530814,2.623497222,5.468967011,6.864106337,8.154842939,7.201434033,7.98175829,7.510489696,3.820601121,-6.171066538,5.062036887,5.687948285,3.379703739,3.352276601,1.317624776,0.170359744,0.899755363,3.361148199,2.734158771,1.8449779
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Europe & Central Asia (IDA & IBRD countries),TEC,-2.060944646,-6.042769146,-9.77669901,-4.905888292,-8.809443579,-0.392629601,0.902827989,2.795316336,-0.710138685,2.492133083,7.490376536,2.685599507,5.094655707,6.160287425,7.789704876,6.544795218,7.713218338,7.45861626,4.18354835,-5.02343618,4.19814887,5.4374439,2.97000749,2.815828314,1.732624878,0.877330311,1.296911057,3.837233872,3.340202908,2.330594553
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,European Union,EUU,3.042439582,1.512144858,0.866518077,-0.895925854,2.39679734,2.469119278,1.716328815,2.499260976,2.873548005,2.780041421,3.776213125,2.040980905,0.878851785,0.549506075,2.208504805,1.56427054,3.158741781,2.81023011,0.318563255,-4.574618102,2.082125241,2.074578976,-0.846147872,-0.326851966,1.344451876,2.084138482,1.760734125,2.677208733,1.886500489,1.721797563
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Fragile and conflict affected situations,FCS,2.327902649,-9.557922741,-1.837374672,-4.12757431,-6.41812458,-2.510747564,1.328792056,2.719044069,3.457860304,1.018947037,3.121146279,2.029222739,2.131837735,-1.261345417,8.430549224,3.326191164,3.352782187,3.564188355,2.562606272,0.378839555,4.346458955,-2.386353835,2.310319324,1.009703829,-0.153235899,-1.369030065,0.300536052,0.287816491,0.462313488,-0.047208241
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Heavily indebted poor countries (HIPC),HPC,-3.261178501,-1.72865481,-3.277194706,-2.302517907,-2.803911214,2.086416199,2.190267476,3.31778279,0.639325508,0.172794946,0.265340883,1.32261564,0.556775367,0.970945718,2.664581557,2.643669998,2.909690272,2.584121341,2.588333938,0.330201763,3.010530248,1.034672075,-0.339942853,2.623297413,2.833681813,1.586509092,1.534420857,1.788415109,1.15670894,1.230018403
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,High income,HIC,2.361664028,0.614134867,1.349473909,0.572772271,2.557645469,2.175349816,2.349303135,2.787283375,2.222248967,2.834462613,3.492251006,0.862279658,0.928698584,1.564759511,2.771118724,2.210243764,2.304392852,1.875044664,-0.283074219,-3.964600926,2.378490183,1.497158007,0.851684159,0.92112602,1.509958612,1.794387152,1.253881564,1.859114914,1.859883643,1.330908053
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,IBRD only,IBD,0.169398455,-0.451826698,0.119965253,2.214671952,2.186614407,2.581134243,4.083839436,3.895964444,1.23554731,2.458601389,4.625385482,2.440188496,3.435533295,4.828601692,6.525033282,6.085857574,7.173782561,7.927172955,4.884786362,1.85353943,6.768518463,5.323534087,4.347912244,4.118725109,3.759223591,3.374458758,3.580977107,4.265901161,4.048745695,3.161263999
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,IDA & IBRD total,IBT,0.175585732,-0.565101742,-0.046260799,1.727682102,1.71007271,2.302406684,3.778387763,3.545810534,1.070592105,2.126883442,4.175408314,2.197650029,3.191269804,4.428143354,6.124347333,5.678897171,6.66380248,7.345646425,4.492213554,1.69558345,6.289976663,4.800178892,3.853625108,3.843588098,3.544152933,3.00284735,3.174238863,3.831552338,3.63690752,2.767285809
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,IDA blend,IDB,3.432839458,-0.974795227,0.263873285,-2.793073888,-1.81755298,-0.749618844,1.834046798,-0.639182055,0.072099114,-0.4862401,0.921117149,1.566700551,4.49279677,2.67206421,4.988240254,3.502694046,3.359201739,3.303721909,1.652137246,3.357685441,3.505925516,2.173075231,2.247137048,3.364325203,3.687415907,1.792973129,-0.256450213,0.534034291,1.643795915,0.672556587
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,IDA only,IDX,-1.155325218,-0.449357806,-1.163492506,-0.358599846,-1.343570589,2.602844129,2.562386714,3.441985311,1.683897408,1.125244399,1.703480975,1.667616321,1.334657944,2.264415582,3.334748531,3.701576419,3.848750906,3.794091735,3.478664188,1.653005679,3.95920619,1.22998934,-0.632233223,2.683771717,3.13675932,0.587610651,2.482899316,2.785629588,2.40379766,2.489796434
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,IDA total,IDA,1.242257765,-0.631382403,-0.446248531,-1.603141751,-1.565574599,0.986691881,2.251520205,1.520066099,0.960887894,0.400853756,1.391128743,1.672556554,2.797626096,2.436082552,4.108604269,3.605456323,3.612698648,3.569544325,2.642605747,2.461270725,3.781989898,1.685274468,0.705494491,2.997097087,3.381938803,1.127001134,1.121257372,1.677743671,2.012611099,1.597940281
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Late-demographic dividend,LTE,-0.877605891,-0.241515543,-0.497709194,3.229261855,3.367886209,4.592490289,4.033696756,4.503818325,1.84534458,3.752229003,6.171432562,4.436970267,5.282663746,6.130042427,7.497409553,7.062697041,8.585376789,9.526423312,6.237356543,3.048699647,7.387447222,6.524415693,5.126542024,4.848327377,4.578017904,4.029521324,3.83000804,4.633339659,4.856623622,4.172988584
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Latin America & Caribbean,LCN,-2.326467185,1.104291579,0.71590673,2.357338982,3.575110923,-0.841473042,2.367650726,3.620615061,1.059775672,-0.865683687,2.058133991,-0.919453,-0.83249516,1.216159083,4.257425934,2.73172012,3.812767812,4.07882104,2.574893564,-3.060060492,5.318461762,3.284793738,1.441358977,1.755531303,0.331616931,-0.502261583,-1.161147693,0.893340878,0.703676595,-0.150346245
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Latin America & Caribbean (excluding high income),LAC,-2.429124691,0.962627519,0.287016997,2.296020898,3.632092209,-1.254250583,2.28391307,3.486638839,0.854093473,-1.037777343,2.047667944,-1.203588588,-0.933469588,1.173388555,4.107384584,2.794588929,3.92736235,4.247681391,2.686305556,-3.146190065,5.608745171,3.309286301,1.240828285,1.761431652,0.288242367,-0.621394352,-1.31956873,0.934872073,0.527477063,-0.367409805
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Latin America & the Caribbean (IDA & IBRD countries),TLA,-2.22640223,1.430046738,0.927866911,2.639101262,3.642341987,-1.018501408,2.334176855,3.62440825,0.994391543,-1.148741645,1.99104382,-1.177997277,-0.897847954,1.269360206,4.148515691,2.79962565,3.883127599,4.223378626,2.720325099,-3.124034096,5.590370438,3.429773195,1.482981359,1.824444484,0.361742729,-0.57739403,-1.192977484,0.956877228,0.765818399,-0.180248739
