Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Least developed countries: UN classification,LDC,-2.056480162,-0.425584597,-1.801617152,-2.636450086,-1.685842715,3.140699399,2.974165597,3.362898377,1.459676279,1.423988157,1.80472349,2.771270014,2.343500199,2.368320567,3.738810991,4.768126426,4.322828655,4.765350263,3.91652552,1.507379274,3.719524174,0.541556479,-0.355178597,3.084527431,3.096694893,-0.038336912,1.799881418,1.923304798,2.023356136,2.509840985
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Low & middle income,LMY,0.056844873,-0.337656904,-0.167839461,1.599668073,1.601832847,2.148677125,3.749640499,3.560976561,1.012992986,2.219152749,4.249980682,2.248529777,3.251527277,4.518312764,6.172553142,5.809679721,6.736622167,7.42494847,4.500956263,1.845754537,6.499309053,4.828652378,3.932639028,3.969007292,3.58533549,3.031175727,3.229201434,3.83134736,3.601484901,2.758291341
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Low income,LIC,-3.478899615,-1.322170128,-5.08012089,-2.391783892,-2.724004475,1.672471967,2.7428172,3.7282296,0.268448206,0.134031885,-0.233203357,2.256838517,0.034239795,0.262712871,2.262787997,2.855960024,2.798639802,3.221536287,1.838258137,0.705500991,3.711924479,0.461365051,-4.455079592,2.253409865,2.765469126,1.228715998,1.648881837,1.381107153,0.950750878,0.572358617
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Lower middle income,LMC,2.529033794,0.383722387,0.813120268,-0.636686864,0.439158515,2.607863769,3.928206537,1.63379871,-0.553370474,2.311974182,2.503935853,2.197918968,2.999639109,4.352548454,4.753904068,4.335500715,4.731028343,5.187326828,2.615983994,3.035828566,4.933227058,3.138049342,2.870941524,3.39690028,4.239567549,3.471142556,4.181840899,3.622833615,3.387640627,2.316007964
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Middle East & North Africa,MEA,9.257320408,1.305540975,1.983537437,-0.083118636,0.288344755,0.61548598,2.836615788,1.532306664,2.411528143,-0.105874048,4.56682575,-0.573543358,-0.419302387,3.113878003,5.746610866,2.818009018,3.4397681,2.755880544,2.122742386,-1.696534623,2.742147387,1.541718579,2.292242606,0.11865195,1.1367467,0.560076687,2.340631182,-0.14686739,0.256156693,-0.617417361
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Middle East & North Africa (excluding high income),MNA,7.912907418,-3.545233103,2.746307843,-0.094712967,-0.06732181,0.896554105,4.357595404,1.869874923,4.639886252,2.549395281,3.988675164,0.702248717,1.247330422,0.445190584,5.741898012,2.521862687,3.140944487,4.128073583,1.766530951,0.685995386,3.240115247,-2.91325309,1.802842243,-1.519328037,0.729861181,-1.225605394,3.450598661,1.395123023,-0.045632817,-0.706333311
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Middle East & North Africa (IDA & IBRD countries),TMN,8.853888027,-3.530632841,2.764777872,-0.073545456,-0.044747562,0.886188999,4.42773432,1.808421414,4.578118276,2.520227824,4.130207866,0.804144618,1.365012814,0.383171249,5.654983063,2.477704633,3.197271463,4.153142986,1.748611817,0.648757433,3.243449674,-2.993093113,1.788346056,-1.553834088,0.761835148,-1.249831496,3.421821163,1.415587634,-0.031711739,-0.700623977
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Middle income,MIC,0.175712205,-0.291749298,-0.066425362,1.741570724,1.734618935,2.219838173,3.851131722,3.624438201,1.083423578,2.350879652,4.406067379,2.327552736,3.396339631,4.691556271,6.351333231,5.973424205,6.949585578,7.650885656,4.67002435,1.994445597,6.687379827,5.108573458,4.271091628,4.136886649,3.72292465,3.254267784,3.411760328,4.029478522,3.80317557,2.952021189
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,North America,NAC,0.702624792,-1.426382413,2.115956526,1.428162645,2.772713515,1.485319208,2.583812286,3.218862847,3.259801568,3.65973726,3.030105656,0.017899158,0.842418817,1.83420346,2.834663275,2.509083788,1.781704725,1.048172485,-0.766202412,-3.502189496,1.859453638,0.912108058,1.453546203,1.139723654,1.55680334,1.788431412,0.839605415,1.601887201,2.298652597,1.694543077
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,OECD members,OED,2.123749037,0.330200815,1.214857339,0.433344615,2.316019624,1.826440559,2.302353838,2.759573775,2.221317516,2.658820733,3.324432007,0.631958843,0.783629368,1.28912842,2.511659706,2.081931886,2.245114332,1.824935963,-0.363156166,-4.035267283,2.321955316,1.354270628,0.75966477,0.864914948,1.403079976,1.76217264,1.160013868,1.877306045,1.781272346,1.242586354
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,2.275154028,2.724902026,2.729012414,7.146040888,3.65649801,8.146350308,6.906862288,4.448373868,-0.910950983,6.459946501,5.542612685,1.359382722,1.459292116,1.40439795,0.650267089,0.643235723,-0.73844462,0.423527355,0.540864248
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Pacific island small states,PSS,2.404263949,-1.274584494,4.264634006,1.603331671,3.545706625,3.171360347,1.792897749,-2.670986649,0.056720778,3.37262038,-3.075947671,-0.294923074,0.77687607,0.770019559,2.787213872,1.298285757,1.092374023,-0.881859326,0.790753707,-1.555178266,2.651127572,2.685413096,-0.202311745,2.176425006,2.558679403,2.559087581,2.494261734,2.881262195,1.753470875,-0.063527446
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Post-demographic dividend,PST,2.1554899,0.49047827,1.280856552,0.486983289,2.510459812,2.145689422,2.355789523,2.82404187,2.320675653,3.034376258,3.50399783,1.018690589,1.021835365,1.512990771,2.678477083,2.248832448,2.352282985,1.945740227,-0.237280362,-3.884537036,2.451776889,1.377100296,0.828221693,0.957237183,1.452964013,1.682844164,1.290276874,1.974871806,1.895986631,1.408361793
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Pre-demographic dividend,PRE,5.745009902,-10.16889943,-0.054303025,-3.225038415,-3.078542475,0.013572255,2.846125503,3.94140936,3.962162811,1.331537321,2.622172142,1.692238278,2.579847403,-3.485760805,8.513577143,2.895044346,3.226438415,3.181613598,3.271223927,1.552804894,3.415651103,0.988611458,0.434343737,2.712382508,2.096473981,0.268571936,-0.249256508,-1.18297251,-0.202496128,0.359786622
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,1.961619053,2.697251548,3.178379225,6.080274593,3.435051542,7.518213807,5.830490073,3.606165356,-1.516760794,5.312763417,4.605270537,1.595224187,1.420193454,1.528306692,0.603727535,0.257112457,-0.626222127,0.486949836,0.580261686
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,South Asia,SAS,3.071707722,-0.14221899,3.474980226,2.037865611,3.660744477,4.603746425,4.56151832,1.658512313,3.399186798,5.465889749,2.106533504,2.443979895,1.638384616,5.288987498,5.64035249,5.736075434,5.936104803,5.647369429,1.778972143,5.382856206,5.909528608,3.594064313,4.00598501,4.623631731,5.570659343,6.029446436,6.383493391,5.23743266,5.082551446,2.660450542
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,South Asia (IDA & IBRD),TSA,3.071707722,-0.14221899,3.474980226,2.037865611,3.660744477,4.603746425,4.56151832,1.658512313,3.399186798,5.465889749,2.106533504,2.443979895,1.638384616,5.288987498,5.64035249,5.736075434,5.936104803,5.647369429,1.778972143,5.382856206,5.909528608,3.594064313,4.00598501,4.623631731,5.570659343,6.029446436,6.383493391,5.23743266,5.082551446,2.660450542
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Sub-Saharan Africa,SSF,-0.319489999,-2.15929961,-2.711580713,-3.281115087,-1.506103939,0.674000273,2.361326974,1.683444232,-0.101391488,-0.443770861,0.834620631,1.555507834,3.52608643,1.365552415,3.737811067,3.181166028,3.217734664,3.26529176,2.273718016,0.194873244,3.076190749,1.377833926,-0.091199261,2.234877911,2.068289999,0.055269075,-1.286580468,-0.182600815,0.079298323,-0.106134482
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Sub-Saharan Africa (excluding high income),SSA,-0.323654948,-2.161486381,-2.718497351,-3.287930339,-1.504130639,0.678132369,2.361367596,1.675780986,-0.107703589,-0.443522263,0.83662549,1.562315461,3.531330459,1.37479512,3.745705547,3.178515759,3.21491562,3.261415619,2.280077581,0.197937361,3.076195375,1.374432986,-0.090228848,2.23403976,2.068485921,0.052987956,-1.289956408,-0.184459573,0.078765993,-0.106761523
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Sub-Saharan Africa (IDA & IBRD countries),TSS,-0.319489999,-2.15929961,-2.711580713,-3.281115087,-1.506103939,0.674000273,2.361326974,1.683444232,-0.101391488,-0.443770861,0.834620631,1.555507834,3.52608643,1.365552415,3.737811067,3.181166028,3.217734664,3.26529176,2.273718016,0.194873244,3.076190749,1.377833926,-0.091199261,2.234877911,2.068289999,0.055269075,-1.286580468,-0.182600815,0.079298323,-0.106134482
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Upper middle income,UMC,-0.461289107,-0.296450908,-0.151184067,2.978992849,2.520130561,2.3549267,4.109106079,4.711095213,2.027696001,2.694856102,5.494347168,2.747981724,3.912832472,5.187829724,7.336956752,6.953339339,8.137794161,8.924326905,5.750926103,1.985718043,7.688623238,6.151398632,5.051526152,4.673649009,3.837689522,3.468682361,3.456404937,4.470034153,4.262985837,3.500134108
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,World,WLD,1.101114303,-0.220409752,0.43485025,0.224337798,1.741630432,1.567805609,2.081219616,2.389837222,1.380800574,2.142738889,3.119439487,0.665480694,0.97895193,1.797787147,3.156430832,2.707025964,3.124182077,3.096774318,0.812084529,-2.546221133,3.278765959,2.08145222,1.451858679,1.552316439,1.84631708,1.860925386,1.611114461,2.209923738,2.159616849,1.519411474
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 03/30/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
